summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220895239,10/14/2016,"At 12:00 AM on October 14, 2016, an employee was laying down new metal decking sheets on the roof.  Employee was fastening them using a Hilti screwgun and screws. The employee was using a JLG articulating boom aerial lift as a power source for the screwgun and a means of access to the roof.  Employee slipped and fell 45 feet to the ground while attempting to get into the JLG lift. Employee was killed. ",EMPLOYEE FALLS FROM ROOF WHILE SPREADING METAL DECKING SHEET,"ACCESS/EGRESS,ROOFER,FALL,ROOF,FALL PROTECTION,AERIAL LIFT,ROOF PANEL,STEEL ERECTION",C,Commercial building,1,1,0, ,A,New project or new addition,Fatal,21,Serious Fall/Strike,4,Whole Body,5,Fall (from elevation),18,Other,14,Other,1,Regularly Assigned,0,15,0
220896906,10/14/2016,"On October 14, 2016, Employees #1 and #2 were setting a mold in an injection molding machine.  When removing the crane from the mold, an eye bolt shackle broke away from the mold and struck Employee #1 in the head and Employee #2 in the shoulder. Employee #2 was treated and released and Employee #1 died from his injuries on October 16, 2016. ",ONE EMPLOYEE IS KILLED AND ONE INJURED WHEN STRUCK BY AN EYE,"STRUCK BY,HEAD,MOLDING MACHINE,MOLD,FALLING OBJECT,BOLT,CRANE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220896047,10/14/2016,"At 8:00 p.m. on October 14, an employee was on the ladder of a front end loader. It is unclear on how the employee fell, but he was found dead lying on the sidewalk. ",EMPLOYEE IS KILLED FROM FALL ON A FRONT END LOADER LADDER,"FALL,LADDER,FRONT END LOADER",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,4,Whole Body,1,Struck-by,14,Illumination,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220896203,10/14/2016,"At 5:18 p.m. on October 14, 2016, an employee was repairing the roof of an old metal building by cleaning, cutting and adding flashing materials, and waterproof sealants. The employee was walking on the ridge of the metal building at a height of about 15 feet and 3 inches when he fell through the fiberglass corrugated skylight and collided with a 10 foot long 2 by 4 piece of lumber which was part of the structure. The lumber was about 10 feet above the floor.  He landed on the concrete floor and was killed. was killed.",EMPLOYEE IS KILLED IN FALL FROM A ROOF TOP THROUGH A SKYLIGH,"SKYLIGHT,FALL,ROOF,CONCRETE,STRUCK AGAINST",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,19,Internal Injuries,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,0,0
220897011,10/14/2016,"At 1:30 p.m. on October 14, 2016, an employee had released a ratchet strap that secured a substructure component of a conveyor system of a mobile concrete batch plant onto a flatbed trailer.The employee was standing on the ground in between two flatbed trailers when the substructure fell over, striking him and subsequently crushing him. The employee was killed from blunt force trauma to the head. The employee was wearing a hard hat. However, the substructure weighed between 640 lbs to 780 lbs. ",EMPLOYEE IS KILLED WHEN STRUCK BY A SUBSTRUCTURE.,"CRUSHING,POWERED INDUSTRIAL VEHICLE,TRAILER,FALLING OBJECT,MATERIAL HANDLING,MOTOR VEHICLE,TRAILER TRUCK,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,1,Struck-by,8,Materials Handling Equip./Method,11,Mater-Handling Procedure Inappropriate,1,Regularly Assigned,0,0,0
220931570,10/14/2016,"At 1:00 p.m. on October 14, 2016, Employee #1, a seasonal part-time employee, was assigned to handle trash at fields 6 and 7. The employee was driving a 2007 Husqvarna Husky off-road utility vehicle, Model HUV 4421-D/ DXP, from the maintenance shop, along the Recreation Center roadway. The vehicle had roll cage protection, but the employee was not wearing his seatbelt. Employee #1 lost control of the Husky off-road utility vehicle. The vehicle's front right suspension sheared and the vehicle tipped onto its right side, pinning Employee #1's right arm under the roll cage. The employee sustained crushed tendons inside his right forearm, and broken bones in his left ankle. There were no witnesses to this accident. ",EMPLOYEE FRACTURES ANKLE WHEN PINNED IN ROLL-OVER,"PINNED,FRACTURE,ROLL-OVER,FOREARM,SEAT BELT,ATV,ANKLE,TENDON",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",11,Feet,14,Other,13,Work-Surface/Facility-Layout Condition,14,Other,1,Regularly Assigned,0,0,0
220898985,10/13/2016,"At 12:00 a.m. on October 13, 2016, an employee was struck and killed by a garbage truck. ",EMPLOYEE IS STRUCK AND KILLED BY A GARBAGE TRUCK,"STRUCK BY,GARBAGE TRUCK",0, ,0, ,0, ,0, ,Fatal,1,"Amputation, Crushing",4,Whole Body,1,Struck-by,17,"Weather, Earthquake, Etc.",14,Other,2,Not Regularly Assigned,0,0,0
220912794,10/13/2016,"At 3:00 p.m. on October 13, 2016, an employee was tightening a hydraulic hose on a dump box 1980 Ford F-350 with a 24 inch crescent wrench and a 12 inch pipe wrench. The employee raised the dump box, noticed the leaking hose, and leaned over the truck frame to tighten the connection.  The employee turned the fitting the wrong way which caused the line to loose pressure and the dump box to lower onto the employee.  The employee was caught under the box and killed by asphyxiation. ","EMPLOYEE CAUGHT UNDER A DUMP BOX, IS ASPHYXIATED AND KILLED","CAUGHT IN,LOCKOUT/TAGOUT,AGRICULTURE MACHINERY/VEHICLE,FALLING OBJECT,ACCIDENTAL DISCHARGE,ASPHYXIATED",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",21,Shoulder,2,Caught in or between,8,Materials Handling Equip./Method,14,Other,2,Not Regularly Assigned,0,0,0
220896260,10/13/2016,"At 11:30 a.m. on October 13, 2016, an employee was installing vinyl siding on residential home.  The employee fell 15 to 20 feet off a scaffold and was killed. The employee was not wearing a harness. ",EMPLOYEE FALLS FROM SCAFFOLD AND IS KILLED,"FALL,FALL PROTECTION,RESIDENTIAL CONSTRUCTION,SCAFFOLD",0, ,2,2,0, ,B,Alteration or rehabilitation,Fatal,12,"Fracture, Broken Bones",13,Head,5,Fall (from elevation),18,Other,14,Other,1,Regularly Assigned,0,0,0
220899835,10/13/2016,"At 2:45 p.m. on October 13, 2016, an employee was walking through a work area. The employee lost his balance and rolled right ankle over, falling and tearing his achilles tendon in his right foot. The employee later died from a blood clot. ","EMPLOYEE FALLS, INJURES ANKLE AND LATER DIES FROM BLOOD CLOT","TENDON,FALL,BLOOD CLOT,ANKLE,FOOT,LOST BALANCE",0, ,0, ,0, ,0, ,Fatal,20,Fall/strike,11,Feet,4,Fall (same level),13,Work-Surface/Facility-Layout Condition,7,Malfunction Neuromuscular System,1,Regularly Assigned,0,0,0
220895981,10/12/2016,"At 12:00 a.m. on October 12, 2016, an employee was inside a trailer/container while unloading products. The material being unloaded was packaged vehicle lifts that were three to a package weighing approximately 6000 lbs. The package consisted of 1/4 inch angle iron welded and bolted together to form one package of three vehicle lifts that were to be stored and shipped at a later date to the end user. The employee was next to and between the package and the trailer wall. Another coworker had raised the front of the package with the fork lift to slide it from the trailer when the weld on the bottom side of the package broke and caused the package to shift and fall onto the employee. The employee was pinned between the wall of the trailer and the package. Other coworkers heard that something had occurred pushed the package from the employee allowing the employee to fall free to the floor. CPR was started and the employee was transported to the hospital. He died three days later on  October 15, 2016. ",EMPLOYEE STRUCK AND PINNED AGAINST WALL WHILE UNLOADING TRAI,"PINNED,BROKEN WELD,FALL,INDUSTRIAL TRUCK,EQUIPMENT FAILURE,CRUSHED,WELDING,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,20,Neck,2,Caught in or between,8,Materials Handling Equip./Method,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220899843,10/12/2016,"On October 12, 2016, an employee was preparing to rig a truss to be lifted. The crane and boom cable came in contact with the over-head power line and the employee was electrocuted. ","EMPLOYEE IS ELECTROCUTED, TWO OTHERS RECEIVE ELECTRIC SHOCK ","TRUSS,BOOM SUPPORT CABLE,ELECTROCUTED,ELECTRIC SHOCK,CRANE,RIGGING,OVERHEAD POWER LINE",A,Single family or duplex dwelling,2,2,0, ,A,New project or new addition,Fatal,5,Fire Burn,19,Internal Injuries,13,Shock,8,Materials Handling Equip./Method,10,Position Inappropriate For Task,1,Regularly Assigned,0,10,0
220895163,10/12/2016,"At 11:00 a.m. on October 12, 2016, an employee was operating a mini excavator. The excavator rolled off a ledge at about 20 to 30 feet and he was ejected from the mini excavator. The employee sustained head injuries and evisceration of abdominal contents and was pronounced dead at the scene.He was working alone and was found ejected from the excavator. d was found ejected from the excavator.",EMPLOYEE IS KILLED WHEN MINI EXCAVATOR OVERTURNS,"EJECTED,EXCAVATION,ROLL-OVER",P,Other heavy construction,0, ,0, ,E,Other,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,3,Shear Point Action,10,Position Inappropriate For Task,2,Not Regularly Assigned,0,21,0
220899652,10/12/2016,"At 7:00 a.m. on October 12, 2016, an employee was plugging the electrical cord into the genset to get the generator started. As  he was standing on the back of the truck, the employee fell and hit his head on the asphalt. The employee was killed in the fall. ",EMPLOYEE IS KILLED IN FALL FROM TRUCK,"STRUCK AGAINST,FALL,LOST BALANCE",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,5,Fall (from elevation),18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220894646,10/12/2016,"At 1:15 p.m. on October 12, 2016,  Employee #1 was installing new metal roofing panels, when he fell through an opening in the roof.  Employee #1 was not wearing fall protection and fell approximately 20 feet to the concrete floor inside of the building.  Another employee contacted emergency services and the police and EMS responded.  Employee #1 was transported to a medical center and then flown to a hospital. The employee died from severe head trauma, fractured arm and leg sustained during the fall on October 12, 2016 at approximately 1:15 p.m. ",EMPLOYEE FALLS THROUGH OPENING IN ROOF AND IS KILLED,"ARM,FRACTURE,LEG,ROOF,HEAD,FALL PROTECTION,FALL",H,Other building,1,1,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,21,Serious Fall/Strike,16,Left Leg,5,Fall (from elevation),18,Other,14,Other,1,Regularly Assigned,0,15,0
220897045,10/12/2016,"At 1:30 p.m. on October 12, 2015, an was employee operating a tractor to clear trees and tree limbs from a path/road. The employee was pushing limbs with the tractor, when another tree limb fell and struck the employee in the head. The employee was killed from blunt force trauma to the head. ",EMPLOYEE IS KILLED WHEN STRUCK BY TREE LIMB,"STRUCK BY,TREE LIMB,FALLING OBJECT,TREE,TRACTOR",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,1,Struck-by,5,Flying Object Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220894299,10/11/2016,"At approximately 11:00 a.m. on October 11, 2016, an employee was supposed to fill an electrical trench and was to operate a soil compactor, whacker. The trench was about 25-30-ft. long and about 2.5 ft. deep by about 18-in. wide. A backhoe was also used to move the soil into the trench for the employee. The employees drinking water in the shade was about 20-30 feet away.  The employee was discovered to be lifeless in his hotel room by his supervisor after not showing up for work that morning. The employee died of unknown causes. ",EMPLOYEE DIES OF UNKNOWN CAUSES IN A HOTEL ROOM.,TRENCH,C,Commercial building,1,1,C,"$250,000 to $500,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,31,Heart,14,Other,18,Other,14,Other,1,Regularly Assigned,0,30,0
220894992,10/11/2016,"At approximately 9:00 p.m. on October 11, 2016, an employee was changing filters on HVAC units. The employee attempted to climb over a free standing masonry block wall. The wall collapsed and sections of the wall struck him when he fell. The employee received broken facial bones, traumatic brain injury, a broken neck and severed spine and was killed. ",EMPLOYEE IS KILLED WHEN WALL COLLAPSES AND STRIKE HIM,"STRUCK BY,NECK,MASONRY WALL,SPINE,BRAIN,FRACTURE,COLLAPSE",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",20,Neck,1,Struck-by,6,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220894810,10/11/2016,"At 3:00 p.m. on October 11, 2016, an employee was walking along side the paver. A truck delivering asphalt bumped the employee on his back causing him to fall against the paver.  The paver pulled him under the machine and  he was killed. ",EMPLOYEE STRUCK BY A TRUCK AND THEN CRUSHED BY A PAVER,"STRUCK BY,ASPHALT,CRUSHED,TRUCK",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,2,Caught in or between,18,Other,14,Other,1,Regularly Assigned,0,0,0
220909329,10/11/2016,"At approximately 3:45 p.m. on October 11, 2016, an employee was egressing from the roof of a single family home using the lower 12 ft section of a 24-foot extension ladder. The employee lost balance while egressing from a roof and fell 9-feet 1-inch to a lower asphalt level. The employee received contusions and fracture to skull and was killed. ",EMPLOYEE IS KILLED IN FALL FROM EXTENSION LADDER.,"ACCESS/EGRESS,SKULL,FRACTURE,EXTENSION LADDER,FALL,LOST BALANCE",A,Single family or duplex dwelling,1,1,0, ,C,Maintenance or repair,Fatal,3,"Bruising, Contusion",13,Head,5,Fall (from elevation),18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,14,0
220894356,10/11/2016,"At approximately 2:37 p.m. on October 11, 2016, and employee was removing nails where the porch roof was attached to the house. The porch roof broke off from the house and the employee fell 25 feet to the ground. The employee was not wearing any personal fall arrest equipment and the  employee suffered from massive trauma to body and head and was killed. ",EMPLOYEE IS KILLED IN FALL WHEN PORCH BREAKS OFF HOUSE,"COLLAPSE,HEAD,ROOF,FALL PROTECTION",A,Single family or duplex dwelling,2,2,A,"Under $50,000",C,Maintenance or repair,Fatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,15,0
220894786,10/11/2016,"At 1:15 p.m. on October 11, 2016, an employee was operating a Hydraulic piling rig. The swivel hook auxiliary winch broke off and struck the employee from above. The employee was killed. ",EMPLOYEE KILLED WHEN STRUCK BY A MACHINE HOOK.,"STRUCK BY,FALLING OBJECT,PILE DRIVER",C,Commercial building,13,13,0, ,A,New project or new addition,Fatal,12,"Fracture, Broken Bones",13,Head,1,Struck-by,18,Other,9,Safety Devices Removed/Inoperable,1,Regularly Assigned,0,0,0
220900187,10/10/2016,"At 12:00 a.m. on October 10, 2016, an employee was transferring ethanol from storage tanks to a semi-trailer tanker. The ethanol ignitied and the employee was killed from burns. ",EMPLOYEE IS BURNED AND KILLED WHEN ETHANOL IGNITES WHILE LOA,"CHEMICAL,LOCKOUT/TAGOUT,MATERIAL HANDLING,ETHANOL,COMBUSTIBLE LIQUID",0, ,0, ,0, ,0, ,Fatal,5,Fire Burn,19,Internal Injuries,14,Other,10,Flammable Liquid/Solid Exposure,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0,0
220915748,10/10/2016,"At 8:00 a.m. on October 10, 2016, an employee was towel drying the front driver side of a car as the driverless car completed its automated car wash cycle through a 110' long car washing tunnel when the car came off the automatic conveyor track system.  The employee then opened the driver's door and incidentally shifted the car from neutral to reverse.  The employee then tried to get into the car.  He was found on the ground in front of the car between two vertical mitters near tunnel entrance.  He suffered serious head injuries and was killed. ",EMPLOYEE IS STRUCK IN HEAD AND KILLED BY CAR WASHING EQUIPME,"STRUCK BY,MOTOR VEHICLE,HEAD",0, ,0, ,0, ,0, ,Nonfatal,6,Head Trauma,4,Whole Body,6,Struck against,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220894307,10/10/2016,"At approximately 5:58 p.m. on October 10, 2016, an employee was starting a chainsaw so he could trim branches from tree trunk in the street. The Employee was bent over the chainsaw when the 50-ft. tree trunk rolled over on top of him.  The employee suffered crushed sternum, broken ribs, and broken femur and was killed. ",EMPLOYEE IS CRUSHED AND KILLED WHEN A TREE ROLLED OVER ON TO,"TREE TRIMMING,CRUSHED,STRUCK BY,ASPHYXIATED,AGRICULTURE,TREE",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",16,Left Leg,1,Struck-by,6,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220894240,10/10/2016,"At approximately 2:00 p.m. on October 10, 2016, an employee placed wooden pallets on the loading dock ramp in order to raise the tractor trailer to the level of the loading dock. The semi- truck backed into and struck the employee. The employee was killed from blunt force trauma. ",EMPLOYEE IS STRUCK AND KILLED BY BACKING OF SEMI-TRAILER TRU,"CRUSHING,STRUCK BY,TRAILER TRUCK,BACKING UP,TRUCK",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",5,Ribs,1,Struck-by,1,Pinch Point Action,10,Position Inappropriate For Task,1,Regularly Assigned,0,0,0
220895114,10/10/2016,"At 2:15 p.m. on October 10, 2016, an employee driving a golf cart at the terminal yard, crossed  an intersection and the employee was struck and killed by tractor trailer. ",EMPLOYEE IS KILLED WHEN STRUCK BY TRACTOR TRAILER.,"STRUCK BY,MOTOR VEHICLE,GOLF CART",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,16,Left Leg,1,Struck-by,18,Other,14,Other,1,Regularly Assigned,0,0,0
220913826,10/10/2016,"At approximately 1:30 p.m. on October 10, 2016, an employee died of unknown causes at work. ",EMPLOYEE DIES OF UNKNOWN CAUSES AT WORK.,0,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0,0
220894497,10/8/2016,"On October 8, 2016, an employee was making a drain tile connection in a farm field when the east side wall of the excavation collapsed and the employee was killed. ",EMPLOYEE IS KILLED WHEN TRENCH COLLAPSES.,"TRENCH,COLLAPSE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,1,Abdomen,1,Struck-by,18,Other,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,0,0
220942262,10/8/2016,"At 11:00 a.m. on October 8, 2016, an employee was pulling a laundry bin cart with small tree branches in the parking lot.  Employee collapsed on ground and died of cardiac arrest. ",EMPLOYEE SUFFERS HEART ATTACK AND DIES,"CARDIAC ARREST,HEART ATTACK",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,31,Heart,14,Other,18,Other,14,Other,1,Regularly Assigned,0,0,0
220893408,10/8/2016,"At approximately 10:45 p.m. on October 8, 2016, an employee was checking in a semi-trailer truck that was driven into the yard for storage.  The truck was stopped and the employee was noting truck numbers.	The employee was on the right side, (passenger's side, of the vehicle when the driver returned to the truck and drove off.  The employee's head and body were caught under the right rear wheels and were run over.	 ",EMPLOYEE IS RUN OVER BY TRUCK AND IS KILLED,"TRAILER,RUN OVER,CAUGHT BY,TRUCK",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,1,Struck-by,14,Illumination,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0,0
220895098,10/8/2016,"At approximately 10:30 a.m. on October 8, 2016, an employee was installing wooden stake into ground for concrete form board with sledgehammer.  The employee was later found underwater, drowned. ",EMPLOYEE DROWNS WHILE INSTALLING WOOD STAKES,DROWN,H,Other building,0, ,0, ,B,Alteration or rehabilitation,Fatal,2,"Asphyxiation, Drowning",4,Whole Body,12,Card-vascular/resp. fail.,13,Work-Surface/Facility-Layout Condition,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,8,0
220893580,10/8/2016,"At approximately 4:30 p.m. on October 8, 2016, an employee was dead-ending new power transmission lines. The passenger side of the bucket truck's outrigger failed. The basket of the bucket truck fell striking the ground and the employee was killed. ",EMPLOYEE IS KILLED WHEN THE BASKET OF BUCKET TRUCK FALLS AND,"TRUCK,OUTRIGGER,POWER LINES,EQUIPMENT FAILURE,EJECTED,AERIAL LIFT,CONSTRUCTION,WORK PLATFORM,FALLING OBJECT",O,"Power line, transmission line",0, ,0, ,A,New project or new addition,Fatal,3,"Bruising, Contusion",19,Internal Injuries,5,Fall (from elevation),18,Other,12,Defective Equipment In Use,1,Regularly Assigned,0,17,0
220894893,10/8/2016,"At approximately 3:30 a.m. on October 8, 2016, an employee was operating the hydraulic tongs from the rig floor.  Two coworkers opposite him on the rig floor had latched the elevators around a joint of flush casing with nubbing on top. The rig operator began lifting the casing when it detached from the nubbing and came out of the elevators and struck the employee operating the tongs. The employee was hit on the head and shoulders by the 5.5 inch well casing.  The employee suffered from broken bones and internal bleeding in the head and neck area was killed.	 ",EMPLOYEE IS KILLED WHEN STRUCK BY WELL CASING.,"STRUCK BY,WELL,OIL WELL DRILLING/SERVICING,NECK,HEAD",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,21,Shoulder,1,Struck-by,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220894505,10/7/2016,"On October 7, 2016, an employee fell from a roof while sheathing roof trusses, and was killed. ",EMPLOYEE IS KILLED IN FALL FROM ROOF.,"FALL,ROOF",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),18,Other,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,0,0
220893713,10/7/2016,"At approximately 2:30 p.m. on October 7, 2016, an employee was operating the compactor and spraying water on the fill dirt in the foundation area. Later, the employee was found dead and buried by the fill dirt outside of the foundation area.	 ",EMPLOYEE IS FOUND DEAD AND BURIED BY FILL DIRT AT RESIDENTIA,"ASPHYXIATED,EXCAVATION,CONSTRUCTION,BURIED",A,Single family or duplex dwelling,0, ,C,"$250,000 to $500,000",A,New project or new addition,Fatal,2,"Asphyxiation, Drowning",19,Internal Injuries,14,Other,6,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,29,0
220896849,10/6/2016,"At 10:40 a.m. on October 6, 2016, Employee #1 was standing on the production floor talking to another employee.  When the other employee had left, and then turned around, he saw that the employee was on the ground.  Cause of death was not reported. ",EMPLOYEE COLLAPSES AT WORK AT DIES,COLLAPSE,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,14,Other,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220892996,10/6/2016,"At 7:30 a.m. on October 6, 2016, an employee was walking behind a moving payloader.  The employee was struck by the payloader and the employee was killed. ",EMPLOYEE STRUCK AND KILLED BY A PAYLOADER,STRUCK BY,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,1,Struck-by,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220892921,10/6/2016,"At approximately 3:10 p.m. on October 6, 2016, an employee was sitting down on a metal bleacher step in front of Line No. 1 CD Filter. There were eight manhatches along Line No 1 CD Filter pressure vessel. The third door, which measured 24-in. diameter, from the right side blew out. The employee was struck and was found on the floor below. ",EMPLOYEE IS KILLED WHEN DOOR UNDER PRESSURE BLOWS,"STRUCK BY,EXPLOSION",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,1,Struck-by,15,Overpressure/Underpressure,14,Other,2,Not Regularly Assigned,0,0,0
220898779,10/6/2016,"At approximately 3:45 p.m. on October 6, 2016, an employee was hooking chains to mud pump from a gin pole truck that was backing into position. The gin pole truck struck and caught the employee in between the truck and mud pump.  The employees sternum was fractured, killing the employee. ",EMPLOYEE IS CRUSHED AND KILLED BY GIN POLE TRUCK.,"STRUCK BY,OIL WELL DRILLING,INDUSTRIAL TRUCK,GIN POLE,FRACTURE,CRUSHED,CHEST,CAUGHT BETWEEN,BACK-UP ALARM,TRUCK",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,2,Caught in or between,8,Materials Handling Equip./Method,14,Other,1,Regularly Assigned,0,0,0
220894927,10/6/2016,"At 2:00 p.m. on October 6, 2016, an employee was on top of a walk-in cooler and fell through the ceiling. The employee sustained head trauma and was killed in the fall. ",EMPLOYEE FALLS FROM TOP OF WALK-IN COOLER AND IS KILLED,"CEILING,HEAD,FALL,ELEVATED WORK PLATFORM",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",13,Head,5,Fall (from elevation),18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220894513,10/5/2016,"At 12:00 a.m. on October 5, 2016, an employee and a coworker were pumping liquid manure from a manure pit to a tanker trailer at a clients farm.  There was a problem with a pin that gave the liquid level within the tank and it was located on the top of the trailer.  The employee had climbed to the top of the tanker trailer to conduct a visible check on the liquid level.  He slipped off the trailer and fell to the ground at the rear of the trailer.  His coworker found the employee on the ground when he came around the trailer.  The employee suffered head and neck injuries and later died from his injuries. and later died from his injuries.",EMPLOYEE INJURES HEAD AND NECK IN FALL FROM TANKER TRAILER,"TRAILER TRUCK,FALL,HEAD,NECK,LOST BALANCE",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",20,Neck,5,Fall (from elevation),18,Other,9,Safety Devices Removed/Inoperable,2,Not Regularly Assigned,0,0,0
220892657,10/5/2016,"At 11:52 a.m. on October 5, 2016, an employee was walking towards or away from a truck.  The employee collapsed from a heart attack.  Emergency services responded but the employee could not be revived. ",EMPLOYEE COLLAPSES AT JOB SITE FROM HEART ATTACK,"CARDIAC ARREST,HEART ATTACK",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,31,Heart,12,Card-vascular/resp. fail.,18,Other,14,Other,1,Regularly Assigned,0,0,0
220894406,10/5/2016,"At 11:00 a.m. on October 5, 2016, an employee was planning some conduit routing when he tripped over an unprotected edge and fell to the floor, striking his head as he fell.  The employee had a head injury and multiple body injuries. ",EMPLOYEE TRIPS AND FALLS TO FLOOR AND DIES FROM MULTIPLE INJ,"TRIPPED,FALL,HEAD",C,Commercial building,2,2,G,"$10,000,000 to $20,000,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,19,Internal Injuries,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,14,Other,1,Regularly Assigned,0,20,0
220893622,10/5/2016,"At 9:30 a.m. on October 5, 2016, an employee was painting a valve located approximately 4 inches from floor. The poly tubing came undone and water from the seal-leg dropped, dropping pressure and releasing chlorine gas. The employee inhaled chlorine gas and was hospitalized. ",EMPLOYEE INHALES CHLORINE GAS AND IS HOSPITALIZED,"CHLORINE,INHALATION",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,28,Lungs (Puncture),8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220893804,10/5/2016,"At 9:30 a.m. on October 5, 2016, an employee was assisting in assembling a BOP.  Gas fumes ignited resulting in burns to the employee. ",EMPLOYEE INJURED IN FLASH FIRE,"BURN,FIRE,OIL WELL DRILLING/SERVICING",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,2,Arm,1,Struck-by,7,Gas/Vapor/Mist/Fume/Smoke/Dust,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220897151,10/5/2016,"At 9:00 a.m. on October 5, 2016, an employee was removing some securement equipment when they were struck by approximately 21,000 lbs of glass.  The employee was killed from blunt force trauma injuries and lacerations. ",EMPLOYEE IS STRUCK BY TONS OF GLASS DURING REMOVAL FROM TRAN,"STRUCK BY,FALLING OBJECT,LACERATION",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,6,Struck against,8,Materials Handling Equip./Method,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0,0
